machine_id,machine_type,plant_location,temperature,vibration,pressure,rpm,power_consumption,load,usage_hours,wear_level,corrosion_level,efficiency,output_rate,error_count,warning_count,oil_level,coolant_level,failure_within_30_days,maintenance_required,RUL,stress_index,energy_efficiency,health_score
53390,Furnace,Plant_C,81.52410947285355,55.9108907993256,62.841761815457076,1396.2670834629587,301.9810636120634,0.48769431151069403,1831,28.491950051911644,32.45999955024564,81.69,89.78284256014558,9,4,78.02799999999999,81.69,0,0,125,27.267423394326695,0.29731282314934854,66.96041507437738
21819,Motor,Plant_A,69.98282936637285,63.678906394908694,28.70603206717962,1416.581169761987,165.70370267325833,0.6448215563893647,1173,22.7017162538531,21.063357788878996,88.27,89.6477988756142,5,2,85.924,88.27,0,0,229,41.06153153073769,0.5410126474505255,78.97681356606827
5026,Motor,Plant_B,64.00190794531501,73.40044735205294,50.230638679282265,1629.656300299865,209.6472568129313,0.41547899666732463,3325,69.26764967945014,46.7234358483192,66.75,58.68059098585179,15,7,60.099999999999994,66.75,0,0,136,30.49634422076374,0.279901544517764,39.875017926501116
23428,Motor,Plant_C,69.87734163831715,63.1890688047054,52.33175199172442,1756.7481410562928,313.65791230187887,0.4781389674680152,1571,39.05373517900127,17.946988338040423,84.29,92.96187236225303,10,5,81.148,84.29,0,0,211,30.21315611354721,0.29637980971059397,64.69448177869154
45297,Motor,Plant_B,75.1694435632377,107.23944111007577,54.139696654301694,1523.9923103494145,188.23218083003925,0.3774393020270818,4865,100.49454652222951,82.20802172044672,51.35,60.58347979574849,19,9,41.620000000000005,51.35,1,1,48,40.47637980236134,0.32185505968531075,15.410031699241799
26354,Furnace,Plant_C,95.39657474850624,64.93903568334565,31.103429210193912,1527.8841546786657,156.34258022847638,0.5997430744847733,4138,79.86985115033515,67.92294250860793,58.62,52.71506424323975,17,8,50.344,58.62,1,1,99,38.94673691480612,0.33717662946462096,28.454456153177873
30195,Furnace,Plant_C,104.79466110752034,62.07304212224669,23.496535564874293,1333.3758591431201,162.20165999165445,0.7239396297839683,4546,79.6379561211334,75.4632234177633,54.54,55.200891607060576,22,11,45.448,54.54,1,1,71,44.93713513354394,0.3403226058839395,17.01596848010732
47038,Motor,Plant_B,67.51736409176405,73.33979343747352,53.389995474157736,1594.9542406288178,252.17349743112692,0.4227860762905531,2820,60.82344363614467,40.64446073037567,71.80000000000001,82.70252344392212,12,6,66.16,71.80000000000001,0,0,153,31.007043503389085,0.3279588231372714,49.62407476308147
20731,Furnace,Plant_B,95.06725421561161,38.00730595389422,47.2588860453062,735.948044213144,254.7898943624622,0.9884701810268635,1753,37.15377193376766,21.558980808045938,82.47,79.2198447377426,11,5,78.964,82.47,0,0,135,37.569088596589204,0.31092224020880926,62.54207225826052
34047,Furnace,Plant_C,87.56372758860597,62.41022793203312,64.75875865496789,1894.667885289121,215.1265237922219,0.5133943444720801,3981,69.42008301416331,67.9615388953348,60.19,54.55375625278054,19,9,52.228,60.19,1,1,82,32.04105805751925,0.2535891683234319,27.581667316684047
26064,Pump,Plant_A,72.76733561545359,52.32771852612834,44.1954395030022,1564.5695103730611,188.3668686367936,0.7865083300529038,1604,30.380687333832388,25.72915342314028,83.96000000000001,73.83476774637118,7,3,80.75200000000001,83.96000000000001,0,0,210,41.156186513463595,0.39197321843650945,71.73996311522222
42469,Motor,Plant_C,62.96831896735232,55.2999475324694,41.12909671921756,1673.2442815817942,193.15631282705067,0.5841104212910992,1159,15.203487129111789,24.632981332948688,88.41,77.63436490777809,4,2,86.092,88.41,0,0,158,32.30127565056639,0.4019250718318006,82.51235759467673
29746,Pump,Plant_A,67.46826700342959,57.7490495969175,20.804325491561663,1559.9533763308345,340.46493188193125,0.8181817652975991,2658,48.920843117225274,42.35320495725941,73.42,87.44859008918394,14,7,68.104,73.42,0,0,155,47.24921934346457,0.25685050617638927,48.85310607338054
14522,Furnace,Plant_C,79.47420409667629,63.990126232110484,48.00756181914488,1597.8000651410343,258.0074326595867,0.8253088676337346,3496,76.91175255741003,42.43114592280344,65.03999999999999,72.85648017190886,17,8,58.047999999999995,65.03999999999999,1,1,141,52.811618620362836,0.28238132297543234,34.4402450482163
31572,Motor,Plant_C,61.05718893131481,75.99062877594189,54.95543229549429,1330.9909447710704,229.70071528293624,0.4445607202046147,2049,40.06393321624946,34.696502624924776,79.51,67.52192718688188,9,4,75.412,79.51,0,0,117,33.782448657434244,0.2939561032873191,63.041519510140205
54949,Motor,Plant_A,66.3755167033924,61.99792479461381,46.720363788236014,2128.6490741159446,226.01736260062123,0.8977055008022421,3774,74.88749745591547,60.44185189671493,62.26,51.988440364554386,19,9,54.711999999999996,62.26,1,1,97,55.655878126448535,0.23001967533095835,27.445380383882366
19368,Motor,Plant_A,55.434657265280926,77.15042426437236,45.68145762934725,1721.4770920488004,276.1746800327546,0.7660381127902933,2289,49.31842828115822,31.320665476512197,77.11,70.07582597310935,9,4,72.532,77.11,0,0,200,59.10016540445026,0.25373733017378086,60.940338420350095
3803,Furnace,Plant_B,90.61893377227094,63.70530585633993,53.96770538541019,1570.156071731891,99.0278700462583,0.9072832617326994,4557,102.06785964945178,74.23736452249078,54.43,64.78166565017032,19,9,45.316,54.43,1,1,78,57.798757687019325,0.6541760983035306,16.532169200666317
53325,Motor,Plant_A,69.67610805927976,104.15509462057622,54.590117970614614,965.5867121999579,209.0945214761419,0.7010447219622209,3017,55.021587533163334,47.03523647321067,69.83,70.7464529378391,14,7,63.796,69.83,0,0,150,73.01737934923067,0.3383467555170326,46.08647644540886
14300,Pump,Plant_B,87.21895638289337,60.468997868385514,58.35506772228342,1610.982775835427,213.47581227564066,0.6654101832696915,4780,92.3689401455852,72.88323735270328,52.2,52.954243097436766,20,10,42.64,52.2,1,1,86,40.236686953736985,0.24805734445016223,17.71267048578379
51301,Pump,Plant_B,78.95024767813631,74.24598781285599,47.04217763619271,2015.3803999683903,141.84202579128058,0.7171281069283649,1127,19.223765126473246,11.604389911098266,88.73,105.63409565321548,4,2,86.476,88.73,0,0,139,53.243884687259865,0.7447305906971127,83.91199247983837
9008,Motor,Plant_B,66.24014218417875,56.21823563970399,49.16057713076026,846.5514762379112,131.36548984218598,0.5073177717476174,1155,17.872760222283333,17.040848547775536,88.45,88.38451185242076,7,3,86.14,88.45,0,0,161,28.52051003631712,0.6728137805339911,77.2300022237599
47521,Furnace,Plant_B,88.69033233430763,38.28494296342876,40.92475225624878,2052.399452927324,157.47409201961017,0.8425280436979425,1924,35.552908046816974,29.630126323233643,80.76,92.28145840856817,7,3,76.912,80.76,0,0,194,32.256138098064945,0.5860104174918908,69.40810232130818
25224,Furnace,Plant_C,79.77199123592403,50.75404018850402,50.25156677424327,1513.8226475336123,291.9539478148923,0.7769521866293287,1362,31.584502841650316,27.249882182829836,86.38,85.89980282923848,8,4,83.656,86.38,0,0,195,39.433462504731025,0.2942238098581958,69.07467271093894
48921,Furnace,Plant_C,85.96423237429964,50.81113550442798,44.128098512210855,1266.280937576454,291.85138866508936,0.3454266768656389,1930,34.81401018086198,32.943208455297935,80.7,67.30993115363064,9,4,76.84,80.7,0,0,138,17.551521685064234,0.23063084079024673,64.96715525468181
37978,Pump,Plant_C,76.08313730028794,60.644008675106534,55.24951695141339,1695.3006045687662,134.5287312037632,0.7557393749543447,1114,17.755503325163605,12.258160946249035,88.86,96.41018348025041,5,2,86.632,88.86,0,0,209,45.83106521085087,0.7166512507593881,82.22171681320111
44171,Motor,Plant_A,73.34443532892313,104.89290898589006,60.744762071443276,1701.6291839132593,195.29369285267242,0.9391144632698802,4776,93.00877314101568,74.28273024010298,52.239999999999995,51.51475696256392,22,11,42.687999999999995,52.239999999999995,1,1,65,98.50644792310054,0.26378095580089284,13.240822009674702
26303,Furnace,Plant_C,88.72782855451703,45.400075143919025,47.54480121086879,1130.1454306648009,186.32176558779884,0.624797541963108,1424,32.216045869677075,32.32637523977966,85.76,90.18880483424527,6,3,82.912,85.76,0,0,151,28.365855354861004,0.4840486807846739,71.86991119114094
19458,Motor,Plant_C,63.56236719318013,74.70898396950729,49.309442886516734,1326.0187681264163,202.8265168138557,0.3772274436777242,2350,42.460396704307406,34.82685179664958,76.5,65.5388102178547,11,5,71.8,76.5,0,0,177,28.18227904257731,0.3231274255821443,58.29651062937786
5369,Motor,Plant_B,62.804481873082786,109.36477967277493,53.78367902635226,1896.6256627646114,206.53780831222164,0.7392394871687529,2610,58.02795567585022,43.64215404488344,73.9,72.43840328320208,12,6,68.68,73.9,0,0,123,80.84676363962579,0.35072708418449705,49.863182488268244
50291,Pump,Plant_B,81.84831681094511,63.88678458236629,45.39492847316552,1665.4269824054247,172.6081638609362,0.8463585578935899,3173,67.64185230411466,58.834815817304076,68.27,70.8772495448113,15,7,61.924,68.27,0,0,74,54.07112686758997,0.41062512895922115,37.94048114530479
25951,Motor,Plant_C,60.346056718072894,92.72064962439738,53.435412271742834,1143.5917520028008,212.00471499670934,0.46101817377621707,3437,76.55360635612514,51.56308420313707,65.63,77.71342090869884,16,8,58.756,65.63,1,1,70,42.74590456118417,0.3665645875371455,34.72130125253504
54908,Motor,Plant_C,66.93109859494035,63.293286915933926,54.210642404286986,1637.7554683862006,268.54558131547714,0.49396972826216135,463,11.819474632485395,4.463617775232597,95.37,108.1260321557767,2,1,94.444,95.37,0,0,264,31.264967738682895,0.40263567780977316,91.56143405520785
56362,Furnace,Plant_A,86.41116183546316,46.58897615423398,42.71578229025958,1249.164602005999,240.45391622688183,0.5049722021083893,2374,48.60180746763811,46.080574157091704,76.26,74.24426595195746,13,6,71.512,76.26,0,0,114,23.526137882578773,0.3087671314194933,50.203342928290226
32218,Motor,Plant_B,63.47728074585885,70.18542545532976,57.76884010228498,1513.3770916574156,257.8002644793412,0.31423818301585293,3313,55.773748549197066,52.4579620986291,66.87,74.41514849007037,17,8,60.244,66.87,1,1,103,22.054940569277417,0.28865427520162074,38.77628301551506
2885,Furnace,Plant_C,93.18458159488144,59.17377316049617,47.924298353400154,2046.9703304624254,227.40232852758697,0.5179868523124831,1366,26.555032418450928,22.29933792434941,86.34,95.90596989509746,8,4,83.608,86.34,0,0,162,30.651236498858303,0.42174576890255006,71.57362268959484
36559,Motor,Plant_A,59.57291518739966,60.65996120668905,48.600124716186194,1775.9978951131275,234.4369728159244,0.329168251328244,1905,39.09297799836574,21.03273211680102,80.95,95.67588318832439,11,5,77.14,80.95,0,0,145,19.967333356044954,0.40810919045370603,62.065560177130074
8966,Pump,Plant_C,66.57179293625877,62.025162056602326,44.43952468073016,1018.6015483309562,309.9764151629072,0.7965985237686104,4494,86.90570351143522,72.60917809184038,55.059999999999995,54.021968721359094,20,10,46.071999999999996,55.059999999999995,1,1,87,49.40915253079824,0.17427767429650418,19.406453328201366
46574,Motor,Plant_A,68.0742928280462,103.26444954936822,45.050969327353386,1568.3456165899477,262.02295682769073,0.44946969859631714,3276,60.68146012718886,49.04505281028808,67.24000000000001,68.67074419080002,13,6,60.688,67.24000000000001,0,0,102,46.41424101466913,0.2620791133044067,45.986551399785725
10530,Pump,Plant_A,67.17250273529402,44.932340135575075,67.03002297608501,1551.3701398176506,203.47730817181653,0.9484203439307837,568,15.65366938939026,13.856586498690184,94.32,79.29238049233705,3,1,93.184,94.32,0,0,209,42.614745484997066,0.389686600460541,86.53258188344489
44628,Pump,Plant_C,68.24875181559923,46.513793720871874,54.106280764983005,1441.4210419686444,128.96253014610318,0.6113576252593808,2411,43.868346024784344,46.10754667326738,75.89,74.96760503685002,9,4,71.068,75.89,0,0,98,28.436562470996925,0.5813130756035751,59.61798685791122
273,Furnace,Plant_A,91.73455341742324,30.079207264039926,43.7590128767429,1013.5817531633493,221.6874610443173,0.7864671835401333,1882,39.333491844195926,36.13537219996852,81.18,83.36831873863602,11,5,77.416,81.18,0,0,161,23.6563094200694,0.3760624003987756,58.97287800674752
19269,Pump,Plant_A,82.52541558544107,85.98995428013193,60.46664133848565,1411.4929935488615,165.65513828259753,0.7056838248197976,3035,60.0839576697904,42.60462169507801,69.65,77.70853496459799,14,7,63.58,69.65,0,0,127,60.681719832483026,0.4690982469377556,45.45388836004728
36911,Motor,Plant_B,56.224608465556656,66.00712587595902,61.499534357250106,1174.928636060863,199.18257093372765,0.630768684193888,3355,63.75948757102648,55.408183612817005,66.44999999999999,76.95046791852344,14,7,59.739999999999995,66.44999999999999,0,0,141,41.63522793619901,0.3863313318921189,41.79051700612865
10121,Motor,Plant_A,64.58181264912646,104.53389146756234,42.29190555829855,1461.5161266278694,145.9793673385593,0.6459750679457934,4773,90.28473048265505,69.20607163186979,52.27,42.490364539767505,20,10,42.724,52.27,1,1,71,67.52628764339677,0.2910710281489486,19.073366528829524
13290,Motor,Plant_A,71.60340508682634,63.75793931611674,34.417356159591925,1815.6100825287294,184.194740002069,0.4509115708969047,1128,23.40621653982739,27.52380105217835,88.72,89.18780162054532,5,2,86.464,88.72,0,0,197,28.74919257417972,0.4842038465351589,77.47337482761611
57606,Motor,Plant_B,62.57040401490633,73.85106503024569,40.82470031380281,1473.726313759818,202.00936838102777,0.3073002588590454,1643,35.59786919560329,24.53990878162986,83.57,83.38829810090473,9,4,80.28399999999999,83.57,0,0,122,22.694451400810696,0.4127942123140481,66.41265748499305
47189,Motor,Plant_B,55.974424299971474,67.97364791895384,66.39329017971748,1608.681364619147,178.70502531545705,0.3968626609271283,2921,54.83538472898025,41.03517429119148,70.78999999999999,61.56824142637622,13,6,64.948,70.78999999999999,0,0,97,26.976202786039778,0.34452439889529446,49.34234972306763
29209,Furnace,Plant_C,91.88458074306565,66.12700976446597,51.318579212811734,1305.556630554746,249.18944531565174,0.8096895683089402,4568,86.01555196796674,75.32139918957301,54.32,45.62012048547418,18,9,45.184000000000005,54.32,1,1,53,53.54234998975152,0.18307404805081748,23.131054571695373
42187,Pump,Plant_C,85.42448621809845,84.84940010630075,48.15063765616239,1661.4982169443288,137.66333571620527,0.3141769246518459,4292,89.40784009772113,70.18813881708456,57.08,55.21343707619561,17,8,48.495999999999995,57.08,1,1,70,26.657723583951576,0.4010758332198111,25.140020207266744
25386,Motor,Plant_C,68.68665730112045,67.24083753867993,51.88272393328924,1699.928269558145,203.6873601264087,0.9873060361836457,752,29.453246240286354,2.954496589188956,92.48,78.23877667827821,5,2,90.976,92.48,0,0,139,66.38728477998256,0.38411208545156217,80.5731268100763
17005,Pump,Plant_C,69.21423256092262,41.33712198870815,53.61339766444077,1534.651936705107,172.42471922531783,0.5786162464905509,561,6.294123704491318,2.787122367055016,94.39,102.72541788946666,2,1,93.268,94.39,0,0,274,23.918330365828325,0.5957696689372545,93.5543384152416
10981,Motor,Plant_C,63.79332355127416,79.38714949051676,27.42240943537004,1375.2102972386829,229.63488381786178,0.6833861862829853,1292,22.677534658953064,12.04942023199848,87.08,70.40149941256713,7,3,84.496,87.08,0,0,219,54.25208133020149,0.30658015995691273,76.78685555591439
47313,Pump,Plant_B,80.9205579475404,70.67215564583424,53.62638180922272,1569.047930478566,240.28222804076864,0.6774489483525235,1654,31.062785145359754,22.200018913155237,83.46000000000001,92.34922972376667,6,3,80.152,83.46000000000001,0,0,230,47.87677752007626,0.38433649661388103,74.24116067376103
27070,Furnace,Plant_B,86.64032546377346,59.659801641401494,58.76204788782006,1826.8612007359632,297.2933337871721,0.6683503477513959,3895,86.13420650528802,63.218386785208786,61.05,71.01173750777963,15,7,53.26,61.05,0,0,64,39.87364917380999,0.2388608469728281,31.516060691371834
6685,Furnace,Plant_A,84.59176894816073,47.696562049827676,58.23090115733649,1822.5676600586428,126.2261728656151,0.9750903191626346,3534,69.03375691818073,57.89040651910728,64.66,74.57622601904107,18,9,57.592,64.66,1,1,98,46.50845591212687,0.5908142845972015,31.711791620724327
54960,Motor,Plant_B,73.20154430104975,99.6280257835895,49.42863110101573,2193.923672657643,177.92534987151802,0.8704106209543927,4112,86.35632748421759,74.19431465121798,58.879999999999995,69.65238821842215,17,8,50.656,58.879999999999995,1,1,66,86.71729178675437,0.39146972743748404,25.254238824491125
58125,Motor,Plant_B,70.70300183038538,78.41159456324084,43.91580931147148,1619.3855228296907,215.4005159604158,0.6413091393579029,4300,90.96667751983658,69.64567659398769,57.0,46.86057162904213,17,8,48.4,57.0,1,1,81,50.286072225032804,0.2175508792079853,24.780861425251487
40700,Motor,Plant_B,71.54422862233555,45.54551234340427,47.876599981423595,1926.0916948215677,203.31782807607857,0.5112638231817499,2700,60.32006170062217,37.75478198603943,73.0,86.51974140183466,13,6,67.6,73.0,0,0,96,23.285772769460447,0.4255393745867688,48.35302509260546
13902,Motor,Plant_B,68.61931891117047,33.776872661558016,58.17637666386918,1511.1137158625318,240.8807467442586,0.7134814977306696,3855,85.07250512279636,58.247569977210354,61.449999999999996,69.43485479569925,19,9,53.74,61.449999999999996,1,1,92,24.099173695226522,0.2882540665212141,24.828734467719016
31539,Motor,Plant_B,59.47795473267625,43.54108353914207,53.16654972936193,1571.1342857977604,244.89270146401196,0.7715599133198967,293,4.072820791745421,1.5787322203808678,97.07,84.80832819952036,4,2,96.484,97.07,0,0,266,33.594554641314836,0.34630810837775544,90.4624073184002
49716,Pump,Plant_B,75.48703308824902,49.10285768828784,29.906256111947048,1625.5562611723687,206.02158204472005,0.5974565907388468,3323,60.980868931974825,50.42364016274691,66.77000000000001,59.14989849969547,14,7,60.124,66.77000000000001,0,0,88,29.33682594997923,0.2871053503843889,43.62101128785817
49519,Pump,Plant_B,68.94296051210758,68.33357765236721,57.008014410085764,1861.5959743948565,254.03276748072233,0.5363326047877854,2318,51.46813587548214,24.536237556608782,76.82,84.14953683817772,11,5,72.184,76.82,0,0,134,36.64952569676251,0.33125465534505716,57.6523117260336
51923,Motor,Plant_B,71.38913211383905,50.552485269962574,46.45916478299428,1153.6620680599974,174.00671781471956,0.9684928784982159,3070,63.34424872125634,54.996532011767265,69.3,73.73240737706799,13,6,63.160000000000004,69.3,0,0,128,48.95972197434471,0.4237331081411319,43.99741898126965
3502,Motor,Plant_C,67.69502987534169,91.53738261558638,39.391808554641145,1672.0002224238829,214.23718026227502,0.7808140235730793,414,4.815487409507174,7.703709123668683,95.86,105.15563404228212,2,1,95.032,95.86,0,0,206,71.47367202742444,0.49083746300967795,93.01461195241411
39336,Pump,Plant_A,74.09599506048471,45.09016525979079,56.121742953449974,812.1030378964306,241.38192677272298,0.3357611735983331,1584,38.7826743212659,24.767173564632415,84.16,77.82488558182783,7,3,80.99199999999999,84.16,0,0,187,15.139526805370142,0.3224138883235657,69.41176299069375
2218,Pump,Plant_A,76.14565371912715,81.76191668572585,41.1658919179694,1391.0616576812786,217.8642790029511,0.7618067571768714,4291,76.60495160355592,63.14137785228325,57.09,53.78815791700869,19,9,48.508,57.09,1,1,82,62.28678061091834,0.24688837547471515,26.39023894847658
18505,Motor,Plant_C,75.49889984479977,102.72729436431337,49.55329190299232,1860.8452450441005,274.8320996617629,0.8203287012423182,4705,95.85059560332627,77.90933841405939,52.95,42.96007909372971,21,10,43.540000000000006,52.95,1,1,67,84.2701479680145,0.156313906369019,13.662953636190238
10689,Furnace,Plant_C,85.35608840624631,49.058125322593206,58.14779023707298,971.1891878072723,176.26660069697303,0.6675952793817788,1472,27.171754790156005,21.876807474251688,85.28,80.79948073102871,5,2,82.336,85.28,0,0,196,32.75097288068293,0.45839359476804303,77.47311206810286
21377,Pump,Plant_B,58.5153015834356,42.96277105008141,47.61592835148885,1553.2177389958733,189.35368268128542,0.8035797912363118,268,11.231130615285743,3.900107972185151,97.32,113.88314327218,4,2,96.784,97.32,0,0,162,34.52401459135788,0.6014308338743259,87.85063922097724
1866,Pump,Plant_C,72.93653789141196,44.64314684513975,44.65735630465167,1488.361788461764,178.16942599888904,0.3611021583717209,179,0.41056029755546497,5.0930959015152535,98.21,111.756159560208,4,2,97.852,98.21,0,0,158,16.120736682285646,0.6272465600293557,90.85821273043031
20192,Furnace,Plant_C,95.26742964274956,58.70092622119301,50.53052423276998,1901.8864154640983,234.2454287086146,0.4426492248970157,2161,45.77429874871897,19.811252867777956,78.39,78.45618548386005,9,4,74.068,78.39,0,0,137,25.98391949254799,0.3349315541241755,64.30545980182872
28870,Furnace,Plant_C,103.45828133487719,59.93611494056341,62.878973850781506,1312.5046495143386,211.352819755379,0.5841426011909152,3145,59.13410358571151,54.945833903026966,68.55,65.24857543745067,15,7,62.26,68.55,0,0,116,35.01123808665839,0.3087187363431903,41.27060214368115
52203,Furnace,Plant_B,90.69153463988464,44.79547918600157,41.969867372433356,1704.8262682540724,161.99864544945422,0.7102799483022788,3271,70.96389198422497,54.20100677223472,67.28999999999999,80.58769942554262,13,6,60.748,67.28999999999999,0,0,93,31.817330640409004,0.4974590941915442,41.87063105028557
3867,Motor,Plant_A,63.698882592713666,62.57795090985563,52.691242855396304,1307.1981434168513,180.2656425349026,0.9261064585936121,1403,21.427695219046882,23.340076801857357,85.97,82.42486083894902,7,3,83.164,85.97,0,0,192,57.953844503171304,0.4572411008547572,74.90367607391447
3222,Furnace,Plant_B,81.35640969170909,47.68625847090414,60.87556967566516,1206.5521284750043,213.08839056000076,0.6900484863899006,1112,32.83421890262907,17.922170764256077,88.88,76.43689218134777,7,3,86.656,88.88,0,0,133,32.90583047944498,0.3587097916525157,72.56530017636007
21785,Pump,Plant_A,82.74384380154422,57.245942374352715,67.69754088046153,1504.6808156421334,177.3739636070099,0.30746500509683317,2430,57.7784782691615,34.73522379311925,75.7,87.68738689894792,9,4,70.84,75.7,0,0,166,17.601123963903376,0.4943644778284837,57.7194117606277
20984,Furnace,Plant_B,89.1025676539419,63.654854622931474,26.784834365024658,1662.000586266592,148.5625068861026,0.9450123856400541,4793,89.59217479845842,76.2406608572806,52.07,50.382261536584124,21,10,42.484,52.07,1,1,87,60.1546260247873,0.33913174052192285,15.874215389006352
48539,Motor,Plant_C,50.42336247700884,51.89632597964142,68.54157440882304,1387.0361533631462,170.14076948153811,0.9097763573251787,437,8.683640201079376,6.760440032494062,95.63,97.7751272008649,2,1,94.756,95.63,0,0,230,47.21405040831821,0.5746719466404813,92.04281993317737
40694,Pump,Plant_A,82.47317864039927,74.52229847443263,48.49452134609692,1755.946870210368,201.24656472057697,0.7568745123119671,2246,48.684992259811786,27.402277942029215,77.53999999999999,82.80043466004636,9,4,73.048,77.53999999999999,0,0,176,56.404028314203046,0.41143775435377766,61.91404673365062
8440,Motor,Plant_B,69.06700154262063,54.23572490924565,52.86342229495205,827.9239726868185,114.07062571866929,0.3768586573857011,464,7.522396543074781,7.777033058330978,95.36,94.40656477559963,3,1,94.432,95.36,0,0,160,20.43920247163854,0.8276150339390016,90.18787442541137
9951,Furnace,Plant_B,91.35348175384429,54.6938802372465,35.237041237951935,1394.1998455527614,276.42009943118853,0.3373978379814091,2834,56.743405106800786,39.170487423665094,71.66,58.39033068256695,15,7,65.992,71.66,0,0,112,18.45359694286109,0.21123764445031798,45.142880983226746
1334,Motor,Plant_C,58.9335436681808,55.475242057258264,62.552262466345816,2090.596230115375,209.96899603270037,0.9990577430262142,916,17.641021798714927,14.413520692255869,90.84,106.99022386936015,3,1,89.008,90.84,0,0,185,55.422970123557356,0.5095524857998445,85.82498932193435
32572,Furnace,Plant_A,90.18966055737191,68.83398800335317,52.26371748962127,1844.9364892881374,204.162055910131,0.5421166232550768,2662,50.14796935520808,45.71104586157089,73.38,60.82216992768862,10,5,68.056,73.38,0,0,119,37.31604914155829,0.2979112335862331,55.8134000211234
28344,Pump,Plant_A,79.84854138746952,83.0615679041332,55.43074722813983,1790.430826377827,289.9683581743735,0.8243201327742711,4599,88.33105236599931,66.72503325261944,54.010000000000005,44.154750738234966,20,10,44.812000000000005,54.010000000000005,1,1,83,68.46932268317421,0.15227437578441697,20.155677639676327
46503,Furnace,Plant_B,79.47907736559831,42.59907527658678,49.1183239604657,1506.021512900444,134.6885908676808,0.3709039205335892,392,11.257592810209047,-1.280490795028089,96.08,82.85983173164884,4,2,95.296,96.08,0,0,274,15.800164031191528,0.6151956242013923,88.8788203159429
34482,Motor,Plant_B,77.467328404734,45.68435132274226,48.68831451972953,1946.3090120420845,139.89592991453966,0.7816959992943504,4572,97.54391335081569,75.28192772328286,54.28,48.322524862540014,18,9,45.136,54.28,1,1,65,35.711274659345186,0.345417660771543,19.68044045009873
36271,Furnace,Plant_C,81.10695425474755,41.562997608668034,30.44201677058954,1291.224549057391,203.26537708293506,0.6319539309582762,154,5.799351686562278,3.168441747855511,98.46,90.13035823267406,3,1,98.152,98.46,0,0,209,26.265899721207198,0.4434122501634877,91.62650614446022
36874,Motor,Plant_B,69.83426741244352,94.41375277126825,46.45578149941959,1229.5177393779152,253.73312124521289,0.6112272852149627,3023,54.42996932729223,43.14910102643654,69.77,69.10215631293853,16,8,63.724,69.77,1,1,165,57.708261793338956,0.27234188415692406,43.04118899652502
